78639.0,1472530.0,50.0
78976.328125,1472574.5,50.0
79100.0,1472477.3254664317,50.0
78653.1953125,1472746.25,50.0
78653.1953125,1472746.25,50.0
78635.0,1472757.2014650675,50.0
78635.0,1472757.2014650675,50.0
79100.0,1472477.3254664317,50.0
79100.0,1472430.6402743529,50.0
78635.0,1472710.5162729889,50.0
78635.0,1472663.8310809103,50.0
79100.0,1472383.9550822743,50.0
79100.0,1472337.2698901955,50.0
78635.0,1472617.145888832,50.0
78635.0,1472570.460696753,50.0
79100.0,1472290.5846981169,50.0
79089.86433382676,1472250.0,50.0
78635.0,1472523.7755046743,50.0
78635.0,1472477.090312596,50.0
79012.29921776694,1472250.0,50.0
78934.73410170712,1472250.0,50.0
78635.0,1472430.4051205171,50.0
78635.0,1472383.7199284388,50.0
78857.1689856473,1472250.0,50.0
78779.60386958747,1472250.0,50.0
78635.0,1472337.03473636,50.0
78635.0,1472290.3495442811,50.0
78702.03875352765,1472250.0,50.0
78635.0,1472250.0,50.0
78639.0,1472530.0,50.0
