458247.0,1401080.0,50.0
458268.82450137637,1401083.497516246,50.0
458311.7805877122,1401003.7508830503,50.0
458387.78655464645,1400862.2793646413,50.0
458424.7044405069,1400823.4218974411,50.0
458429.05396861816,1400818.8351223422,50.0
458429.05396861816,1400818.8351223422,50.0
458462.05135258764,1400781.8287105076,50.0
458462.05135258764,1400781.8287105076,50.0
458506.2882309824,1400785.9894462293,50.0
458331.1892847668,1400961.088392445,50.0
458325.21644139977,1400974.3132325187,50.0
458314.84579664527,1400997.2598523684,50.0
458311.7805877122,1401003.7508830503,50.0
458269.47376993275,1401079.3709503561,50.0
458542.13112981117,1400806.713590478,50.0
458542.5276958691,1400806.9434838449,50.0
458552.5162810744,1400812.71585208,50.0
458562.7234676664,1400816.657937936,50.0
458572.4415826772,1400815.9244952938,50.0
458591.0094240499,1400814.4023393164,50.0
458272.50311598077,1401132.9086473854,50.0
458288.5557584184,1401173.423048025,50.0
458668.47532834334,1400793.5034781,50.0
458701.4995578774,1400817.0462916433,50.0
458300.0828980451,1401218.4629514758,50.0
458328.5280871418,1401246.584805456,50.0
458712.2171631417,1400862.895729456,50.0
458713.6369943862,1400871.5824541799,50.0
458716.12018755765,1400878.6500039753,50.0
458727.19544184755,1400904.484493828,50.0
458388.97231140046,1401242.7076242748,50.0
458502.72993288946,1401185.517045863,50.0
458504.6478455501,1401183.5991332023,50.0
458504.6478455501,1401183.5991332023,50.0
458514.903083907,1401172.0979313361,50.0
458518.246833907,1401168.4729313361,50.0
458516.4034419195,1401170.4713749862,50.0
458516.4034419195,1401170.4713749862,50.0
458731.8181165805,1400928.8848245777,50.0
458717.3372983205,1400974.537223009,50.0
458714.4392122115,1400975.8076169197,50.0
458709.66836002807,1400977.8989493838,50.0
458690.08485206706,1400986.6085008187,50.0
458683.999480285,1400990.604864377,50.0
458679.65977426386,1400993.8344130442,50.0
458733.6886379513,1400938.8232063805,50.0
458731.88348973123,1400929.2247649613,50.0
458731.88348973123,1400929.2247649613,50.0
458543.16803957033,1401140.868259932,50.0
458543.16803957033,1401140.868259932,50.0
458587.00517904793,1401091.7051129788,50.0
458581.65440478304,1401101.3090667878,50.0
458654.36548187723,1401019.7639338048,50.0
458654.36548187723,1401019.7639338048,50.0
458654.2826688504,1401019.912572571,50.0
458586.746833907,1401095.5979313361,50.0
458586.746833907,1401095.5979313361,50.0
458581.65440478304,1401101.3090667878,50.0
458586.746833907,1401095.5979313361,50.0
458588.23853021406,1401093.9807652463,50.0
458596.6345046968,1401084.564719121,50.0
458596.6345046968,1401084.564719121,50.0
458600.1845674219,1401080.6202049823,50.0
458614.01194237464,1401065.5064550345,50.0
458647.45547551836,1401032.2225990645,50.0
458647.45547551836,1401032.2225990645,50.0
458638.9034433281,1401041.8136631786,50.0
458638.9034433281,1401041.8136631786,50.0
458635.4781886671,1401045.6550702653,50.0
458268.82450137637,1401083.497516246,50.0
458247.0,1401080.0,50.0
