527941.9223498786,1391054.8370048357,50.0
527941.9223498786,1391054.8370048357,50.0
527960.6187730655,1391063.8803401906,50.0
527939.8422465632,1391087.400936231,50.0
527938.1092476824,1391096.8625304103,50.0
527934.4325567852,1391116.772470803,50.0
527932.685104796,1391124.7901916956,50.0
527931.3861922121,1391127.1829254027,50.0
528026.9150527397,1391019.0370455598,50.0
528027.6973868269,1391019.741146238,50.0
528038.822983389,1391029.6854331442,50.0
528041.8427205652,1391032.3468964184,50.0
527907.9308315427,1391183.9452613494,50.0
527907.2177507298,1391188.3032534653,50.0
527907.2177507298,1391188.3032534653,50.0
527928.5375987187,1391164.1675764401,50.0
527928.5375987187,1391164.1675764401,50.0
528043.6362426179,1391033.8672245503,50.0
528047.5951783047,1391036.9601430558,50.0
528051.6893948088,1391040.0795461065,50.0
528055.3748821092,1391042.843661582,50.0
527972.9748681928,1391136.1266964232,50.0
527972.9748681928,1391136.1266964232,50.0
528001.0821564344,1391104.307124754,50.0
528001.0821564344,1391104.307124754,50.0
528009.2693297053,1391099.7982467208,50.0
528013.8124644174,1391097.3667098326,50.0
528018.4452850588,1391094.8871720247,50.0
528027.204936292,1391090.2889685822,50.0
528028.9225845092,1391089.4180483595,50.0
528056.9564701279,1391044.029852596,50.0
528062.9332976935,1391072.411582396,50.0
527967.7523290403,1391068.0157349585,50.0
527941.9223498786,1391054.8370048357,50.0
